channel_id,channel_title,video_id,title,published_at,description,tags,view_count,like_count,comment_count
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,ZI9joM4xyrA,India–China: What’s Cooking? | Monthly MF Equity Inflow at New High | CA Rachana Ranade,2025-08-14T16:07:11Z,"✔️Register now for the Har Ghar Investor event in Ahilyanagar on 14th Sept 2025 (Session will be in Marathi) : https://in.bookmyshow.com/events/har-ghar-investor/ET00417577
For any queries drop a WhatsApp message on +919022196678

✔️ Celebrate Freedom With Financial Wisdom:
https://link.rachanaranade.com/CourseStore 
Use code ""AZADI"" and get discount on all courses.
Valid till 15th Aug 2025
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________

What is covered? 


#CARachanaRanade #ShareMarket #nifty","CA Rachana Ranade,Rachana Ranade,India China Relations,India China Economy,Geopolitics And Markets,Global Market Trends,Stock Market India,Indian Investors,Demat Accounts,20 Crore Demat Accounts,Mutual Fund Inflows,Monthly MF Data,Equity Market India,Indian Stock Market News,Market Updates,Smart Investing,Stock Market Education,Invest Smart,Financial Education,Investment Tips,Wealth Creation,Sensex,Nifty,NSE,BSE,Har Ghar Investor,Learn With Rachana",17394,524,14
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,hG_8PAX3Zic,Day 2/3- The Gender Gap No One Posts About | Independence Day | CA Rachana Ranade | #shorts,2025-08-14T12:31:01Z,"From CEOs to homemakers, women are breaking barriers. 
But when it comes to everyday money decisions, many still hold back.

This Independence Day, I’m inviting you to take one step towards closing this gap. 

Comment IN if you are in this with me. 
🔗 Plan your goals- https://rebrand.ly/Financial-Calculator","CA Rachana Ranade,Rachana Ranade,Mastering Money Management,Har Ghar Investor,Stock Market India,Indian Investors,Smart Investing,Stock Market Education,Invest Smart,Market Updates,Financial Education,Investment Tips,Trading Tips,Wealth Creation,Financial Independence,Freedom From Debt,Wealth Independence,Azadi Ka Amrit Mahotsav,Independence Day India,Financial Freedom Journey,Azadi From Financial Stress,Smart Money Moves,Money Freedom",18308,514,14
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,ME5uZ3b70eQ,"Polycab vs KEI | Q1 Results, Export Boom & Growth Outlook Explained | CA Rachana Ranade",2025-08-13T15:14:48Z,"✔️ Celebrate Freedom With Financial Wisdom:
https://link.rachanaranade.com/CourseStore 
Use code ""AZADI"" and get discount on all courses.
Valid till 15th Aug 2025
For any queries drop a WhatsApp message on +919022196678

In this video, we dive into a detailed comparison between Polycab and KEI Industries — exploring how their business models differ, key highlights from their Q1 results, important management commentary, and long-term guidance & capex plans. We also analyse the latest numbers and strategies to find out — Polycab vs KEI: Who is leading the race?
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________
What is covered? 
00:00 - Introduction     
01:10 - How is the Business of Polycab different from KEI     
01:48 - Polycab - Q1 result highlight, Management commentary, Long term Guidance & Capex Plan      
08:15 - KEI Industries- Q1 result highlight, Management commentary, Long term Guidance & Capex Plan      
11:32 - Polycab vs KEI: Who is winning ?     
      

#CARachanaRanade #ShareMarket #Nifty","StockMarketIndia,InvestingInIndia,Polycab,KEI,CableIndustry,ExportsGrowth,QuarterlyResults,GrowthOutlook,FinanceExplained,FinancialLiteracyIndia,IndianStocks,ShareMarketIndia,StockAnalysis,EarningsUpdate,ManufacturingIndia,BusinessNewsIndia,InvestorCommunity,LongTermInvesting,StockMarketEducation,WealthCreation",17672,653,29
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,cq-U0I5-edg,Day 1/3:The Freedom Every Woman Deserves | Independence Day | CA Rachana Ranade | Day 1/3 |  #shorts,2025-08-13T12:07:22Z,"This Independence Day, let's talk about the Independence we are waiting for.

🔗 Plan your goals- https://rebrand.ly/Financial-Calculator","CA Rachana Ranade,Rachana Ranade,Mastering Money Management,Har Ghar Investor,Stock Market India,Indian Investors,Smart Investing,Stock Market Education,Invest Smart,Market Updates,Financial Education,Investment Tips,Trading Tips,Wealth Creation,Financial Independence,Freedom From Debt,Wealth Independence,Azadi Ka Amrit Mahotsav,Independence Day India,Financial Freedom Journey,Azadi From Financial Stress,Smart Money Moves,Money Freedom",21961,358,6
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,KL-6GewtNhg,"ICICI Bank raises MAB to ₹50,000/- | CA Rachana Ranade | #shorts",2025-08-11T11:58:55Z,,"ICICI Bank,savings account,minimum average balance,banking update,personal finance,money management,banking news,finance tips,banking rules,ICICI update,banking awareness,finance news,banking alert,bank charges,bank account requirements,savings account rules,account balance requirement,financial planning,Indian banking,money tips,CA Rachana Ranade,Money,Market update,top news,latest updates,current news,stock market,share market",46782,710,20
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,tprHnzQ1bXQ,"India, USA, Japan vs London’s Congestion Fee! 🚗🚦| CA Rachana Ranade | #shorts",2025-08-08T09:05:19Z,,"India,USA,Japan,UK,London,congestion charges,unpaid fines,diplomatic immunity,Vienna Convention,international relations,global news,foreign policy,traffic fines,international law,diplomatic disputes,embassy vehicles,international diplomacy,cross-border issues,global politics,UK transport,Transport for London,unpaid dues,road tax,embassy disputes,international exemptions,news update,CA Rachana Ranade",25444,431,12
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,yUOjPxHj6bs,Why are FIIs selling aggressively? | CA Rachana Ranade,2025-08-07T16:06:56Z,"To gift the course ""Mastering Money Management"" to your siblings this Raksha Bandhan: 
https://link.rachanaranade.com/MMMENG
To avail this discount use coupon code ""RAKHI"" 
For any queries drop a WhatsApp message on +919022196678
-------------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________

What is covered? 


#CARachanaRanade #ShareMarket #Nifty","FIIs,FII Activity,Stock Market India,Stock Market News,Market Update,Investing India,Finance News,Stock Market Today,FII Selling,Foreign Investors,Global Markets,Market Crash,Bearish Trends,Market Volatility,CA Rachana Ranade,Finance With Rachana,Har Ghar Investor,Financial Education,Learn With Rachana,Nifty 50,Sensex,Indian Economy,FII vs DII,Invest Smart,NSE,BSE,Trump Tariffs,Current News,Latest updates",32949,1163,81
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,b-zJqRKJ8Lc,Trump vs India: Tariffs | Rupee under pressure | US jobs data | CA Rachana Ranade,2025-08-06T14:27:40Z,"To gift the course ""Mastering Money Management"" to your siblings this Raksha Bandhan: 
https://link.rachanaranade.com/MMMENG
To avail this discount use coupon code ""RAKHI"" 
For any queries drop a WhatsApp message on +919022196678
---------------------------------------------------------------------------------------------------------------
India is facing fresh tariff threats from Trump over its Russian oil imports, while the rupee is nearing all-time lows. Is the RBI letting the INR fall to boost exports? In this video, we break down the trade tensions, oil politics, and what it means for India’s economy and global relations.
-----------------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________

What is covered? 
00:00 - Introduction 
01:38 - Trump tariff threat and added penalty 
02:16 - India’s strong reply to west 
06:00 - Currency Devaluation 
10:33 - USA job data 

#CARachanaRanade #ShareMarket #trumptariffs","CA Rachana Ranade,stock market basics,basics of share market,share market basics,Stock market,money,share market,fundamental analysis,Rachana,CA Rachana,TrumpVsIndia,India US Relations,Trade War,Global Economy,Rupee Watch,USD vs INR,Forex Market,Trade Tensions,Currency Crisis,StockMarketIndia,USJobsData,Market Update,EconomicTrends,Investing News,Global Markets,Financial News,Market Volatility,Finance Simplified,tariff talks,Current News",52330,2135,137
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,flPxuxiAkas,MCX Delivers Record Profits + 1:5 Stock Split 💥 | CA Rachana Ranade | #shorts,2025-08-04T13:59:39Z,,"CA Rachana Ranade,Finance,Stock Market,Share Market,Long Term Investing,Knowledge,MXC,stock split,Investing,Trading,Savings,Current News,Latest Update,Financial Planning,Revenue,Income,profit,Business,SEBI,NSE,BSE,Sensex,Nifty,investing tips,returns,MCX,Stock Split,Stock Market India,Stock Market News,Record Profits,Indian Stock Market,Finance Shorts,MCX Stock,Stock Market Update,Must Watch,Breaking News,Wealth Alert,Investor News,Stocks to Watch",29630,701,20
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,8UTtWZ3Ycsk,Is the Indian Economy Really Dead? | NIFTY make or break? | CA Rachana Ranade,2025-08-01T12:47:16Z,"To gift the course ""Mastering Money Management"" to your siblings this Raksha Bandhan: 
https://link.rachanaranade.com/MMMENG
To avail this discount use coupon code ""RAKHI"" 
For any queries drop a WhatsApp message on +919022196678
----------------------------------------------------------------------------------------------------------------
In this video, we break down the DXY, the key index that tracks the strength of the US dollar against a basket of major currencies. From interest rate hikes to inflation data, from geopolitical tensions to market risk sentiment — you'll learn exactly what moves the DXY and why traders, economists, and investors watch it closely.
--------------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________
What is covered? 
00:00 - Introduction
00:09 - What you will learn in this video
01:56 - Is Indian economy really dead?
07:04 - How significant is the American market for us?
10:23 - Will market breach 24,000 or 25,000?

#CARachanaRanade #ShareMarket #Nifty","CA Rachana Ranade,stock market basics,basics of share market,share market basics,Stock market,money,share market,fundamental analysis,Trump,Donald Trump,Nifty,Market Crash,Market updates,current updates,NSE,BSE,Sensex,Investing,Trading,Trump tariffs,Recession,Market fall,Saving,Nifty prediction,bear,bear market,bull market,portfolio,nasdaq,s&p 500,dow,dow jones,mid caps,small caps,US DEBT,China,Debt to GDP,Elon Musk,Tesla,DOGE",70595,2333,258
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,b1PKt6hoYDg,DXY vs NIFTY: The Relationship Every Investor MUST Know | CA Rachana Ranade,2025-07-31T13:27:36Z,"👉 Register for 2-Day LIVE Training on AI for FREE: https://link.outskill.com/TPE
👉 100% Discount for all who register
👉 Become the top 1% professional by learning AI today
--------------------------------------------------------------------------------------------------------------
In this video, we break down the DXY, the key index that tracks the strength of the US dollar against a basket of major currencies. From interest rate hikes to inflation data, from geopolitical tensions to market risk sentiment — you'll learn exactly what moves the DXY and why traders, economists, and investors watch it closely.
--------------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
What is covered? 
00:00 - Introduction   
01:57 - What is DXY?   
03:45 - Relationship of DXY and NIFTY and why is it important for RIIs?   
08:38 - Thumb Rule for DXY   
    
    

#CARachanaRanade #ShareMarket #dxy #nifty","DXY,DollarIndex,DXYvsNIFTY,NIFTY50,CurrencyVsEquity,GlobalMarkets,IndianMarkets,StockMarketIndia,ShareMarketBasics,BasicsOfStockMarket,StockMarketEducation,LearnTrading,StockMarketForBeginners,TradingStrategies,InvestingBasics,TechnicalAnalysis,FundamentalAnalysis,PriceAction,ChartPatterns,BreakoutOrFakeout,MultiTimeFrameAnalysis,MarketInsights,InvestorInsights,TradingEducation,Outskill,AIInFinance,FinancialLiteracy,MoneyMatters,SmartInvesting,StockMarketTips",25647,1125,64
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,2GYJpnAQwVQ,Tata Motors x Iveco? | Market Reacts to Possible Acquisition | CA Rachana Ranade | #shorts,2025-07-30T14:23:19Z,,"CA Rachana Ranade,stock market basics,basics of share market,share market basics,Stock market,money,share market,Investment,Bonds,Stock Market,bank,bankacccounts,cash,rich,wealth,stableinvestment,tatamotors,houseoftata,automobile,autosector,electric vehicles,ev,bear,bear market,gdp,slowdown,india,largecap,midcap,smallcap,quarterly results,jlr,cv,pv,jaguar,range rover,commercial vehicles,passenger vehicles,Tata shares declined,IVEKO,debt funding",153638,4394,30
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,Mgn0l69zVHw,NSDL IPO Reality Check |  NSDL vs CDSL | CA Rachana Ranade,2025-07-25T13:02:46Z,"In this video, we break down the upcoming NSDL IPO — one of the most awaited listings in India’s capital market infrastructure space.
----------------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________

What is covered? 
00:00 - Introduction 
01:36 - What does the company do ? 
05:41 - Revenue & Profitability by segment 
07:58 - Industry Analysis 
11:50- Financials 
13:29 - Key Risk 
14:20 - Valuation & Peer Comparison 
16:10 - IPO Details 

#CARachanaRanade #ShareMarket #NSDL","nsdl ipo,nsdl ipo review,nsdl ipo analysis,nsdl ipo details,nsdl ipo explained,nsdl ipo date,nsdl ipo price band,nsdl ipo gmp,nsdl ipo listing gain,nsdl ipo apply or not,upcoming ipo 2025,best ipo to invest in 2025,stock market india,how to apply for ipo,ipo for beginners,stock market education,ipo investment strategy,long term investing,nsdl india,nsdl demat account,nsdl role in stock market,nsdl company profile,nsdl vs cdsl,CA Rachana Ranade",136333,2704,144
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,7jwAThPu3vs,Investing in Liquid MF? Don’t Miss These 5 Checks! | CA Rachana Ranade | #shorts,2025-07-23T13:58:55Z,,"CA Rachana Ranade,Stock Market,Share Market,Market updates,Short term goals,investing,saving,trading,Axis Liquid Fund,mutual fund,revenue,profit,stocks,top stocks,how to invest,Technical Analysis,Fundamental Analysis,debt fund,grow your money,money management,interest rates,liquidity",18001,435,4
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,FTILqL7mJ-0,Zomato Stock Up Despite 90% Profit Fall? | CA Rachana Ranade | #shorts,2025-07-22T13:14:38Z,"Zomato stock jumped 20% despite 90% drop in profits! Why?
Here are the Top 4 reasons behind the rally:
1️⃣ Strong growth in NOV
2️⃣ Inventory-led model in Blinkit
3️⃣ Massive store expansion
4️⃣ Improved profitability outlook
📺 Watch our full video on Zomato Q1 Results now!","CA Rachana Ranade,stock market basics,basics of share market,share market basics,Stock market,money,share market,fundamental analysis,Rachana,CA Rachana,Zomato Q1 results,Zomato stock,Zomato Analysis,Stock Market India,Indian stock market,Q1 Results 2025,Blinkit,earnings season,Investing in India,Stock Rally,ROCE,Business breakdown,Stock insights,Market reaction,Zomato vs swiggy,inventory model,Knowledge,Wealth creation,Investment,trading",33379,424,16
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,snv3J0cKCik,Zomato Q1 Results Breakdown | What Lies Ahead ? | CA Rachana Ranade,2025-07-22T12:47:51Z,"Zomato has surprised the market yet again! Despite a sharp 90% decline in net profit, the stock surged nearly 20% — leaving many investors puzzled. In this video, we are going to discuss 
1.Top 5 points from the Shareholder’s letter 
2. Technical Analysis of this stock
3. One BIG RISK that the investors must not ignore. 
Don’t miss this deep-dive into Zomato’s Q1 FY26 results and the road ahead for the company!
-------------------------------------------------------------------------------------------------------------
✔️Zomato Shareholder Letter:  https://www.bseindia.com/xml-data/corpfiling/AttachLive/8f0d6136-6ea6-4a11-83c3-6af52d8e8b25.pdf
--------------------------------------------------------------------------------------------------------------
✔️Technical Analysis: http://link.rachanaranade.com/TA
✔️Price Action Analysis: https://link.rachanaranade.com/PAA
-------------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________

What is covered? 
00:00 - Introduction 
00:38 - Overall Business Performance 
03:08 - Store Expansion in Blinkit 
04:36 - Profitability Outlook 
07:09 - Quick Commerce Inventory Ownership Model 
09:43 - Technical Analysis 
12:05 - One BIG RISK to watch out for 

#CARachanaRanade #ShareMarket #zomato","CA Rachana Ranade,stock market basics,basics of share market,share market basics,Stock market,money,share market,fundamental analysis,Rachana,CA Rachana,Zomato Q1 results,Zomato stock,Zomato Analysis,Stock Market India,Indian stock market,Q1 Results 2025,Blinkit,earnings season,Investing in India,Stock Rally,ROCE,Business breakdown,Stock insights,Market reaction,Zomato vs swiggy,inventory model,Knowledge,Wealth creation,Investment,trading",38990,1903,192
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,WyeZDDzBMsI,How to pick the Right Liquid Fund for Short Term Goals? | CA Rachana Ranade,2025-07-18T13:37:05Z,"Looking to park your money safely for short-term goals like travel, emergency funds, or school fees? 💼💰
In this video, we break down how to select the right Liquid Mutual Fund using 5 simple and practical parameters – including AUM, expense ratio, past returns, and more. Whether you're a first-time investor or just need a quick refresher, this guide will help you make an informed decision.
--------------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________

What is covered? 
00:00 - Introduction  
00:42 - What is a Liquid Fund?  
02:27 - Reasons to invest in Liquid Fund  
03:09 - How to choose the right Liquid Mutual Fund?  
08:00 - 5 Key parameters to check before investing.  
08:35 - Bonus Tip  
   

#CARachanaRanade #ShareMarket #mutualfunds","CA Rachana Ranade,stock market basics,basics of share market,share market basics,Stock market,money,share market,fundamental analysis,Mutual Fund,Liquid Fund,Short Term Investment,Mutual funds India,Debt funds,How to invest,Financial Planning,Invest Smart,Axis Liquid Fund,Money Management,Mutual Funds basics,Grow your money,How to select liquid funds,top stocks,Corporate debt,T bill,Treasury Bill,Government securities,Contract note",56570,1945,200
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,EAkNaeyN2io,Top 5 Stock Market Updates You MUST Know | CA Rachana Ranade,2025-07-17T16:31:22Z,"✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________

What is covered? 


#CARachanaRanade #ShareMarket #Nifty","CA Rachana Ranade,Finance,Stock Market,Share Market,Nifty,Nifty 50,Banknifty,NSE,BSE,Sensex,RBI,Repo rate,Financial Literacy,Financial Education,Knowledge,Profit,Loss,Savings,Trading,Investing,RBI Rate cut,Current News,Current updates,latest news,market news,share bazaar,stocks,top stocks,how to invest?,fundamental analysis,technical analysis,chart patterns,Mutual fund,SIP,Revenue",43839,1318,57
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,vaWc_2PPHtg,How many days does it take for an ITR Refund? | CA Rachana Ranade | #shorts,2025-07-17T12:15:23Z,,"CA Rachana Ranade,stock market basics,basics of share market,share market basics,Stock market,money,share market,Intra day,tax,profit,stocks,btst,btstt,cash,itr,taxmann,taxsutra,CA,Chartered Accountant,Tax strategy,Tax Planning,Tax Saving,Tax hacks,Tax filing,Bank Accounts,Income Tax Return,File your ITR,Tax Season,Personal Finance,How to file ITR,Tax Tips India,ITR 1,ITR 2,Old regime,New regime,E verify,ITR Types explained,2025,savings",23365,349,8
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,qUdMvzXra3Y,HDFC & Patanjali to Issue Bonus Shares? | CA Rachana Ranade | #shorts,2025-07-16T09:18:41Z,,"CA Rachana Ranade,Stock Market,Share Market,Finance,Knowledge,Education,Bonus shares,Q1 Results,HDFC Bank,Patanjali,Baba Ramdev,Yoga,Dividents,Trading windows,SEBI Guidelines,Latest update,current news,stock market india,global economy,currency,Revenue,Investment,Trading,Savings,Market,NSE,BSE,Sensex,Profit,Loss,trading rules,big update,board meeting,equity shares,Stocks,Fundamental analysis,Technical Analysis,Price action analysis,basics of stock market",63289,881,26
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,MPmOgAIOqa0,Relaxo Footwear’s Rise & Fall | How a 100x Stock Lost Its Shine! | CA Rachana Ranade,2025-07-15T12:51:58Z,"Once hailed as one of India’s most promising consumer stories, Relaxo Footwear delivered phenomenal returns — nearly 100x between 2010 and 2020. But recently, its stock has seen a sharp correction, falling over 70% from its peak.

In this video, we present a neutral, educational case study of Relaxo Footwear Ltd. — exploring its remarkable journey, the factors behind its rise, the challenges it currently faces, and what could lie ahead.

✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________

What is covered? 
00:00 - Introduction 
02:56 - What does company do? 
04:44 - Why a massive rally? 
08:23 - What led to a downfall? 
15:51 - Management Guidance 

#CARachanaRanade #ShareMarket #fundamentalanalysis","CA Rachana Ranade,stock market basics,basics of share market,share market basics,Stock market,money,share market,fundamental analysis,Rachana,CA Rachana,Relaxo Case Study,Relaxo Footwear,Relaxo stock,Relaxo Analysis,Relaxo fall,Relaxo share,Relaxo stock analysis,Footwear industry 2025,Stocks to watch India,Indian stock market,BSE,NSE,Downfall,rally,Multibagger stocks,Finance,Profit,loss,investing,trading",48998,1374,80
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,DZP3k2_qWZI,Jane Street Comeback | CA Rachana Ranade | #shorts,2025-07-14T15:03:32Z,"""₹4,843 CRORES! 💥
That’s the amount Jane Street just deposited to make a comeback in Indian markets!""","CA Rachana Ranade,Rachana,Sebi,sebi controversy,jane street vs sebi,stock market fraud,Indian Stock Market News,Stock Market Scam,Financial Fraud,global trading scandal,Market manipulation,Stock Market controversy,sebi vs global investors,investment scandal,options trading,trading strategy,bank nifty,top news,Shorts,trending news,penalty,SEBI order on Jane Street,quantitative trading firm,liquidity provider",47952,1223,30
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,BphE-XjqW_Y,File Salary ITR 1 in 10 mins | 2025 | CA Rachana Ranade,2025-07-11T13:58:29Z,"✔️Link for Google Form: https://forms.gle/M9atjHP4ZwawBLvp7
✔️Income Tax Website: https://www.incometax.gov.in/iec/foportal/
---------------------------------------------------------------------------------------------------------------
✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________

What is covered? 
00:00 - Introduction  
01:24 - What are 4 types of ITR for individuals?
02:29 - Who should file ITR – 1? 
04:49 - Who should file ITR – 2? 
06:16 - Which documents will you need for filing your ITR? 
07:41 - How to download AIS? 
08.47 - How to file ITR?
17:27 - How to E-verify your ITR? 


#CARachanaRanade #ShareMarket #ITR","CA Rachana Ranade,stock market basics,basics of share market,share market basics,Stock market,money,share market,Intra day,tax,profit,stocks,btst,btstt,cash,itr,taxmann,taxsutra,CA,Chartered Accountant,Tax strategy,Tax Planning,Tax Saving,Tax hacks,Tax filing,Bank Accounts,Income Tax Return,File your ITR,Tax Season,Personal Finance,How to file ITR,Tax Tips India,ITR 1,ITR 2,Old regime,New regime,E verify,ITR Types explained,2025,savings",336046,5700,364
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,Aa2Cn_A_Cfc,Why is Nifty range-bound? | 5 Breakout Stocks | Guru Purnima Special | CA Rachana Ranade,2025-07-10T16:33:03Z,"✔️ Learn Stock Market in Simple Language: https://link.rachanaranade.com/CourseStore
For any queries drop a WhatsApp message on +919022196678
--------------------------------------------------------------------------------------------------------------
✔️To open a free demat account click here: https://link.rachanaranade.com/Zerodha
✔️ All Social Media Handles: https://linktr.ee/RachanaRanade
--------------------------------------------------------------------------------------------------------------
Spam-free Health/Term Insurance - https://ditto.sh/ty8y6t
____________________________________________________________________

What is covered? 


#CARachanaRanade #ShareMarket #gurupurnima","CA Rachana Ranade,Rachana Ranade,Finance,Stock Market,Share Market,Guru Poornima,Guru Purnima,Teacher,Finance Educator,Mentor,Entrepreneur,NSE,BSE,SENSEX,Nifty,Nifty50,Knowledge,Nifty Range Bound,Profit,Loss,Invest,Savings,Investing,Trading,JIO Blackout,Long term investing,Current updates,mutual fund,SIP,Investment serge,Banknifty,Trump tariffs,US,Global markets,economy,Har Ghar Investor,JSW,PFC,REC",33250,1673,93
UCe3qdG0A_gr-sEdat5y2twQ,CA Rachana Phadke Ranade,QWxoLyR7mEc,SME IPO Lot Size Changed | Retail Investors Alert! | CA Rachana Ranade |#shorts,2025-07-10T12:07:32Z,"🔸 Retail is now called Individual Investor
🔸 Min. Investment = 2 lots (~₹2 lakh+)
🔸 ❌ No Cut-Off Price allowed
🔸 ❌ No Bid Cancellation/Modification
🔸 🕓 Last-day bidding closes at 4PM, UPI by 5PM

💡 Stricter rules = Safer, better SME listings ahead!","CA Rachana Ranade,SME IPO,IPO Alert,Stock Market India,Retail Investor,Individual Investor,SEBI Update,IPO Investment,Finance News,Stock Market Update,invest Smart,Breaking News,Market update,Money Talks,Investor Education,Financial Literacy,Saving,Investing,Trading,UPI Payment,SME Stocks,IPO Rules,Primary Market,Wealth Creation,Grow with stocks,Hygen,AI,technology,shorts,reels",52170,838,17
